ID,conforto,conforto_n
210,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",28
211,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",26
212,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
213,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Tampa traseira motorizada, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",36
214,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 2",34
215,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",38
216,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",40
217,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Teto panorâmico, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 2",36
218,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Alças de segurança no teto, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Assistente de estacionamento semiautomático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle de velocidade adaptativo, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Desativação de cilindros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Porta-luvas climatizado, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Suspensão pneumática, Teto solar elétrico, Troca de marchas no volante, Zonas de ar-condicionado: 4",42
219,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Auto Hold, Banco do motorista com ajuste de altura, Banco do motorista com ajuste elétrico, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Chave presencial, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle de largada, Controle elétrico dos vidros dianteiros, Controle eletrônico de amortecimento, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limitador de velocidade, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Retrovisores rebativeis eletricamente, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",36
220,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Bancos revestidos em couro, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle automático de velocidade, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 1",26
221,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Freio de estacionamento elétrico, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Rodas de liga leve, Sistema start-stop, Zonas de ar-condicionado: 1",22
222,"Ajuste do volante em altura, Ajuste do volante em profundidade, Ajuste elétrico dos retrovisores, Apoio de braço para o motorista, Ar quente, Ar-condicionado, Ar-condicionado automático, Banco do motorista com ajuste de altura, Banco traseiro bipartido, Banco traseiro rebatível, Câmbio automático, Comando interno da tampa do tanque, Comando interno do porta-malas, Controle elétrico dos vidros dianteiros, Controle elétrico dos vidros traseiros, Direção assistida, Faróis com acendimento automático, Freio de estacionamento elétrico, Limpador de para-brisa automático, Luz no porta-luvas, Luz no porta-malas, Recuperação de energia cinética, Retrovisor interno fotocrômico, Roda-livre, Rodas de liga leve, Sistema start-stop, Troca de marchas no volante, Zonas de ar-condicionado: 2",28
