,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,Cilindrada:,Cilindros:,Comando de Válvulas:,Curso do Pistão:,Diâmetro do Cilindro:,Disposição:,Instalação:,Peso-Potência:,Peso-Torque:,Potência Específica:,Potência Máxima:,Razão de Compressão:,Torque Específico:,Torque Máximo:,Válvulas por Cilindro:,Variação do Comando:,Aceleração 0-100 km/h:,Velocidade Máxima:,Consumo Rodoviário (Gasolina):,Consumo Urbano (Gasolina):,Autonomia Rodoviária (Gasolina):,Autonomia Urbana (Gasolina):,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Altura do Flanco:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Diâmetro Mínimo de Giro:,Altura:,Bitola Dianteira:,Bitola Traseira:,Comprimento:,Distância entre Eixos:,Largura:,Peso:,Porta-Malas:,Tanque de Combustível:,Área Frontal:,Área Frontal Corrigida:,Coeficiente de Arrasto:,url,id,Plataforma:,Rotação de Potência Máxima:,Rotação de Torque Máximo:,Código do Câmbio:,Diâmetro de Giro:,Vão Livre do Solo:,Carga Útil:,Acionamento do Comando:,Observações:,Consumo Rodoviário (Diesel):,Consumo Urbano (Diesel):,Autonomia Rodoviária (Diesel):,Autonomia Urbana (Diesel):,Código do Motor:,Rotação Máxima:,Ângulo Central:,Ângulo de Entrada:,Ângulo de Saída:,Reboque com Freio:,Reboque sem Freio:,Geração:,Série:,Cilindrada unitária:,Tuchos:,Pneu Estepe:,Altura mínima do solo:,Autonomia:,Capacidade de Bateria:,Consumo Elétrico:,Potência:,Potência Combinada:,Torque:,Torque Combinado:,Autonomia Elétrica:,Velocidade Máxima (Modo Elétrico):,Consumo Rodoviário:,Consumo Urbano:,Autonomia Rodoviária:,Autonomia Urbana:,Porta-Malas (5 Lugares):,Porta-Malas (7 Lugares):,Consumo Rodoviário (Álcool):,Consumo Urbano (Álcool):,Autonomia Rodoviária (Álcool):,Autonomia Urbana (Álcool):,Frenagem 0-100 km/h:,Rampa Máxima:,Travessia de Água:,Potência de recarga:,Porta-Malas (6 Lugares):,Inclinação Lateral Máxima:,Viscosidade do óleo:
22,Aston Martin,Vantage,Vantage 6.0 V12,2012,Gasolina,Combustão,Cupê,2 anos,4,2,Grande,Importado,R$ 483.559 (09/2024),Injeção multiponto,Natural,5935 cm³,12 em V,Duplo no cabeçote,"79,5 mm",89 mm,Longitudinal,Dianteiro,"3,2 kg/cv","28,9 kg/kgfm","87,1 cv/litro",517 cv a 6500 rpm,"10,9:1","9,8 kgfm/litro","58,12 kgfm a 5750 rpm",4,,"4,2 s",305 km/h,"5,4 km/l","2,6 km/l",432 km,208 km,Embreagem monodisco a seco,Manual,6,Traseira,89 mm,255/35 R19,295/30 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,Não informado,1241 mm,1570 mm,1575 mm,4385 mm,2600 mm,1865 mm,1680 kg,180 litros,80 litros,"1,97 m²","0,729 m²","0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,150 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Aston Martin,Vantage,Vantage 4.7 V8,2012,Gasolina,Combustão,Cupê,2 anos,4,2,Grande,Importado,R$ 564.525 (09/2024),Injeção multiponto,Natural,4735 cm³,8 em V,Duplo no cabeçote,91 mm,91 mm,Longitudinal,Dianteiro,"3,8 kg/cv","34,0 kg/kgfm","90,0 cv/litro",426 cv a 7000 rpm,"11,3:1","10,1 kgfm/litro","47,9 kgfm a 5750 rpm",4,,"4,9 s",290 km/h,"6,1 km/l","3,2 km/l",488 km,256 km,Embreagem monodisco a seco,Manual,6,Traseira,96 mm,235/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"11,1 m",1255 mm,1570 mm,1560 mm,4380 mm,2600 mm,1865 mm,1630 kg,239 litros,80 litros,"1,99 m²","0,736 m²","0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,95 mm,200 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Aston Martin,Virage,Virage 6.0 V12,2012,Gasolina,Combustão,Cupê,2 anos,4,2,Grande,Importado,R$ 664.858 (09/2024),Injeção multiponto,Natural,5935 cm³,12 em V,Duplo no cabeçote,"79,5 mm",89 mm,Longitudinal,Dianteiro,"3,6 kg/cv","30,7 kg/kgfm","83,6 cv/litro",496 cv a 6500 rpm,"10,97:1","9,8 kgfm/litro","58,12 kgfm a 5750 rpm",4,,"4,6 s",299 km/h,"5,7 km/l","2,5 km/l",445 km,195 km,Conversor de torque,Automático,6,Traseira,89 mm,245/35 R20,295/30 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"11,6 m",1282 mm,1586 mm,1581 mm,4703 mm,2740 mm,1904 mm,1785 kg,184 litros,78 litros,"2,07 m²","0,766 m²","0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Aston Martin,Dbs,Dbs 6.0 V12,2011,Gasolina,Combustão,Cupê,1 ano,2,2,Grande,Importado,,Injeção multiponto,Natural,5935 cm³,12 em V,Duplo no cabeçote,"79,5 mm",89 mm,Longitudinal,Dianteiro,"3,5 kg/cv","31,0 kg/kgfm","87,1 cv/litro",517 cv a 6500 rpm,"10,9:1","9,8 kgfm/litro","58,1 kgfm a 5750 rpm",4,,"4,5 s",293 km/h,"6,7 km/l","2,9 km/l",523 km,226 km,Conversor de torque,Automático,6,Traseira,89 mm,245/35 R20,295/30 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,12 m,1280 mm,1590 mm,1580 mm,4721 mm,2740 mm,1905 mm,1800 kg,186 litros,78 litros,"2,07 m²","0,766 m²","0,37",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,,255 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Aston Martin,Vanquish,Vanquish 6.0 V12,2003,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,,Injeção multiponto,Natural,5935 cm³,12 em V,Duplo no cabeçote,"79,5 mm",89 mm,Longitudinal,Dianteiro,"3,9 kg/cv","33,2 kg/kgfm","78,5 cv/litro",466 cv a 6500 rpm,"10,5:1","9,3 kgfm/litro","55,3 kgfm a 5000 rpm",4,,"4,8 s",306 km/h,"6,3 km/l","2,9 km/l",504 km,232 km,Embreagem monodisco a seco,Automatizado,6,Traseira,114 mm,255/40 R19,285/40 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,"12,8 m",1330 mm,1572 mm,1584 mm,4666 mm,2690 mm,1923 mm,1835 kg,226 litros,80 litros,"2,17 m²","0,716 m²","0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,120 mm,340 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Aston Martin,Db7,Db7 3.2,2000,Gasolina,Combustão,Cupê,1 ano,4,2,Grande,Importado,,Injeção multiponto,Compressor,3239 cm³,6 em linha,Duplo no cabeçote,83 mm,91 mm,Longitudinal,Dianteiro,"5,1 kg/cv","34,5 kg/kgfm","105,0 cv/litro",340 cv a 500 rpm,"8,3:1","15,4 kgfm/litro",50 kgfm a 3000 rpm,4,,"5,7 s",265 km/h,"8,4 km/l","4,6 km/l",748 km,409 km,Embreagem monodisco a seco,Manual,5,Traseira,98 mm,245/40 R18,245/40 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Hidráulica,13 m,1238 mm,1515 mm,1530 mm,4722 mm,2591 mm,1830 mm,1725 kg,178 litros,89 litros,"1,93 m²","0,598 m²","0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,,,,,,120 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Audi,A4,A4 Prestige 2.0 TFSi Quattro,2024,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 262.900 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Longitudinal,Dianteiro,"8,01 kg/cv","50,2 kg/kgfm","102,8 cv/litro",204 cv,"12,2:1","16,4 kgfm/litro","32,6 kgfm",4,Admissão e escape,"6,7 s",210 km/h,"12,2 km/l","9,7 km/l",708 km,563 km,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,98 mm,245/40 R18,245/40 R18,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,,1428 mm,1572 mm,1555 mm,4762 mm,2820 mm,1847 mm,1635 kg,460 litros,58 litros,"2,2 m²","0,550 m²","0,25",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,4500 rpm,1450 rpm,S-Tronic,"11,6 m",,505 kg,Corrente,,,,,,EA888,6700 rpm,,"12,5 graus","15,3 graus",1900 kg,750 kg,5,B9,496 cm³,Hidráulicos,125/70 R19,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Audi,A5,A5 Sportback Advanced 2.0 TFSi Quattro,2024,Gasolina,Híbrido leve,Hatchback,2 anos,5,4,Médio,Importado,R$ 352.153 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Longitudinal,Dianteiro,"8,14 kg/cv","50,9 kg/kgfm","102,8 cv/litro",204 cv,"12,2:1","16,4 kgfm/litro","32,6 kgfm",4,Admissão e escape,"6,8 s",210 km/h,"12,4 km/l","9,9 km/l",719 km,574 km,Embreagem dupla banhada a óleo,Automatizado,7,Integral sob demanda,89 mm,255/35 R19,255/35 R19,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,,1386 mm,1587 mm,1568 mm,A757 mm,2824 mm,1847 mm,1660 kg,465 litros,58 litros,"2,16 m²","0,562 m²","0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,4500 rpm,1450 rpm,S-Tronic,"11,7 m",,500 kg,Corrente,,,,,,EA888,6700 rpm,,"12,2 graus","12,7 graus",1900 kg,750 kg,2,F5,496 cm³,Hidráulicos,125/70 R19,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Audi,Q3 Sportback,Q3 Sportback Anniversary Edition 2.0 TFSi Quattro,2024,Gasolina,Combustão,SUV,3 anos,5,4,Compacto,Nacional,R$ 341.243 (09/2024),Injeção direta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,69 kg/cv","51,2 kg/kgfm","116,4 cv/litro",231 cv,"9,6:1","17,5 kgfm/litro","34,7 kgfm",4,Admissão e escape,7 s,240 km/h,"10,1 km/l",8 km/l,606 km,480 km,Conversor de torque,Automático,8,Integral sob demanda,102 mm,255/40 R20,255/40 R20,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1567 mm,1584 mm,1576 mm,4500 mm,2680 mm,1843 mm,1776 kg,530 litros,60 litros,"2,4 m²","0,840 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,5000 rpm,1700 rpm,,"11,8 m",,,Corrente,,,,,,EA888,6700 rpm,,,,,,,F3,496 cm³,Hidráulicos,145/85 R18,140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Audi,Q8 E-tron,Q8 E-tron Performance Black,2024,Eletricidade,Elétrico,SUV,4 anos,5,4,Grande,Importado,R$ 575.286 (09/2024),,,,,,,,,,"6,67 kg/cv","40,18 kg/kgfm",,,,,,,,"5,6 s",200 km/h,,,,,,Automático,1,Integral sob demanda,119 mm,265/45 R21,265/45 R21,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola pneumática,"Indep., multibraço",Elétrica,,1633 mm,1655 mm,1655 mm,4915 mm,2928 mm,1937 mm,2720 kg,569 litros,,"2,65 m²","0,769 m²","0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,,"12,2 m",,,,,,,,,,,,15 graus,21 graus,1800 kg,750 kg,,Audi GE,,,,,332 km,114 kWh,"20,6 kWh/100 km",225 cv (traseiro),408 cv,"36,2 kgfm (traseiro)","67,7 kgfm",,,,,,,,,,,,,,,,,,,
32,Audi,Q8 E-tron,Q8 E-tron Launch Edition,2024,Eletricidade,Elétrico,SUV,4 anos,5,4,Grande,Importado,R$ 588.773 (09/2024),,,,,,,,,,"6,67 kg/cv","40,18 kg/kgfm",,,,,,,,"5,6 s",200 km/h,,,,,,Automático,1,Integral sob demanda,106 mm,265/40 R22,265/40 R22,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola pneumática,"Indep., multibraço",Elétrica,,1633 mm,1655 mm,1655 mm,4915 mm,2928 mm,1937 mm,2720 kg,569 litros,,"2,65 m²","0,769 m²","0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,,"12,2 m",,,,,,,,,,,,15 graus,21 graus,1800 kg,750 kg,,Audi GE,,,,,332 km,114 kWh,"20,6 kWh/100 km",225 cv (traseiro),408 cv,"36,2 kgfm (traseiro)","67,7 kgfm",,,,,,,,,,,,,,,,,,,
33,Audi,Q8 E-tron Sportback,Q8 E-tron Sportback Performance Black,2024,Eletricidade,Elétrico,SUV,4 anos,5,4,Grande,Importado,R$ 578.775 (09/2024),,,,,,,,,,"6,65 kg/cv","40,10 kg/kgfm",,,,,,,,"5,6 s",200 km/h,,,,,,Automático,1,Integral sob demanda,119 mm,265/45 R21,265/45 R21,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola pneumática,"Indep., multibraço",Elétrica,,1619 mm,1655 mm,1655 mm,4915 mm,2928 mm,1937 mm,2715 kg,528 litros,,"2,65 m²","0,689 m²","0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,,"12,2 m",,,,,,,,,,,,15 graus,21 graus,1800 kg,750 kg,,,,,,,342 km,114 kWh,"19,9 kWh/100 km",225 cv (traseiro),408 cv,"36,2 kgfm (traseiro)","67,7 kgfm",,,,,,,,,,,,,,,,,,,
34,Audi,Q8 E-tron Sportback,Q8 E-tron Sportback Launch Edition,2024,Eletricidade,Elétrico,SUV,4 anos,5,4,Grande,Importado,R$ 588.773 (09/2024),,,,,,,,,,"6,65 kg/cv","40,10 kg/kgfm",,,,,,,,"5,6 s",200 km/h,,,,,,Automático,1,Integral sob demanda,106 mm,265/40 R22,265/40 R22,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola pneumática,"Indep., multibraço",Elétrica,,1619 mm,1655 mm,1655 mm,4915 mm,2928 mm,1937 mm,2715 kg,528 litros,,"2,65 m²","0,689 m²","0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,,,,"12,2 m",,,,,,,,,,,,15 graus,21 graus,1800 kg,750 kg,,,,,,,342 km,114 kWh,"19,9 kWh/100 km",225 cv (traseiro),408 cv,"36,2 kgfm (traseiro)","67,7 kgfm",,,,,,,,,,,,,,,,,,,
35,Audi,Rs 6 Avant,Rs 6 Avant Performance 4.0 V8 TFSi,2024,Gasolina,Híbrido leve,Perua,2 anos,4,4,Grande,Importado,,Injeção direta,Turbocompressor,3996 cm³,8 em V,Duplo no cabeçote,86 mm,86 mm,Longitudinal,Dianteiro,"3,32 kg/cv","24,1 kg/kgfm","157,7 cv/litro",630 cv,"9,7:1","21,7 kgfm/litro","86,7 kgfm",4,Admissão e escape,"3,4 s",280 km/h,"7,8 km/l","5,9 km/l",569 km,431 km,Conversor de torque,Automático,8,Integral permanente,96 mm,275/35 R21,275/35 R21,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola pneumática,"Indep., multibraço",Elétrica,,1460 mm,1668 mm,1650 mm,4995 mm,2930 mm,1951 mm,2090 kg,565 litros,73 litros,"2,41 m²","0,844 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB evo,6000 rpm,2300 rpm,ZF 8HP,"12,1 m",,650 kg,Corrente,,,,,,EA825,6800 rpm,,"13,1 graus","12,5 graus",2100 kg,750 kg,4,C8,500 cm³,Hidráulicos,Kit de reparo,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Audi,Rs 6 Avant,Rs 6 Avant Legacy 4.0 V8 TFSi,2024,Gasolina,Híbrido leve,Perua,3 anos,4,4,Grande,Importado,,Injeção direta,Turbocompressor,3996 cm³,8 em V,Duplo no cabeçote,86 mm,86 mm,Longitudinal,Dianteiro,"3,32 kg/cv","24,1 kg/kgfm","157,7 cv/litro",630 cv,"9,7:1","21,7 kgfm/litro","86,7 kgfm",4,Admissão e escape,"3,4 s",280 km/h,"7,8 km/l","5,9 km/l",569 km,431 km,Conversor de torque,Automático,8,Integral permanente,83 mm,275/30 R22,275/30 R22,Disco ventilado,Disco ventilado,"Indep., multibraço",Mola pneumática,"Indep., multibraço",Elétrica,,1460 mm,1668 mm,1650 mm,4995 mm,2930 mm,1951 mm,2090 kg,565 litros,73 litros,"2,41 m²","0,844 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB evo,6000 rpm,2300 rpm,ZF 8HP,"12,1 m",,650 kg,Corrente,,,,,,EA825,6800 rpm,,"13,1 graus","12,5 graus",2100 kg,750 kg,4,C8,500 cm³,Hidráulicos,Kit de reparo,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Audi,A3 Sedan,A3 Sedan S Line 2.0 TFSi,2023,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 244.009 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,28 kg/cv","48,5 kg/kgfm","102,8 cv/litro",204 cv,"11,7:1","15,4 kgfm/litro","30,6 kgfm",4,Admissão e escape,"7,4 s",210 km/h,"12,6 km/l","10,2 km/l",630 km,510 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,90 mm,225/40 R18,225/40 R18,Disco ventilado,Disco sólido,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1430 mm,1554 mm,1525 mm,4495 mm,2636 mm,1816 mm,1485 kg,425 litros,50 litros,"2,17 m²","0,586 m²","0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB Evo,4250 rpm,1450 rpm,S-Tronic,"11,6 m",,,Corrente,,,,,,EA888,6700 rpm,,,,,,2,8Y,496 cm³,Hidráulicos,125/70 R18,,,,,"8,2 cv",,"6,1 kgfm",,,,,,,,,,,,,,,,,,,,
38,Audi,A5,A5 Sportback Carbon Edition 2.0 TFSi,2023,Gasolina,Híbrido leve,Sedã,2 anos,5,4,Médio,Importado,R$ 341.250 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Longitudinal,Dianteiro,"7,43 kg/cv","46,5 kg/kgfm","102,8 cv/litro",204 cv,"12,2:1","16,4 kgfm/litro","32,6 kgfm",4,Admissão e escape,"7,2 s",210 km/h,"12,4 km/l","10,3 km/l",670 km,556 km,Embreagem dupla banhada a óleo,Automatizado,7,Dianteira,89 mm,255/35 R19,255/35 R19,Disco ventilado,Disco sólido,"Indep., multibraço",Mola helicoidal,"Indep., multibraço",Elétrica,,1386 mm,1587 mm,1568 mm,A757 mm,2824 mm,1843 mm,1515 kg,465 litros,54 litros,"2,16 m²","0,562 m²","0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MLB Evo,4500 rpm,1450 rpm,S-Tronic,"11,7 m",,570 kg,Corrente,,,,,,EA888,6700 rpm,,"12,2 graus","12,7 graus",1700 kg,750 kg,2,F5,496 cm³,Hidráulicos,125/70 R19,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Audi,E-tron Gt,E-tron Gt quattro,2023,Eletricidade,Elétrico,Sedã,2 anos,5,4,Grande,Importado,R$ 905.452 (09/2024),,,,,,,,,,"4,29 kg/cv","34,85 kg/kgfm",,,,,,,,"4,1 s",245 km/h,,,,,,Automático,2,Integral sob demanda,124 mm,225/55 R19,275/45 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., multibraço",Elétrica,,1413 mm,1710 mm,1694 mm,4989 mm,2900 mm,1964 mm,2276 kg,405 litros,,"2,35 m²","0,564 m²","0,24",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,Porsche J1,,,,"11,6 m",,564 kg,,,,,,,,,,16 graus,12 graus,,,,,,,,,308 km,"93,4 kWh",20 kWh/100 km,455 cv (traseiro),530 cv,"42,3 kgfm (traseiro)","65,3 kgfm",,,,,,,,,,,,,,,,,,,
40,Audi,Q3,Q3 Prestige 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 254.718 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,69 kg/cv","51,2 kg/kgfm","116,4 cv/litro",231 cv,"9,6:1","17,5 kgfm/litro","34,7 kgfm",4,Admissão e escape,7 s,240 km/h,"10,3 km/l",8 km/l,618 km,480 km,Conversor de torque,Automático,8,Integral sob demanda,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1616 mm,1584 mm,1576 mm,4484 mm,2680 mm,1849 mm,1776 kg,530 litros,60 litros,"2,44 m²","0,878 m²","0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,5000 rpm,1700 rpm,,"11,7 m",,,Corrente,,,,,,EA888,6700 rpm,,,,,,2,F3,496 cm³,Hidráulicos,145/85 R18,140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Audi,Q3,Q3 Performance Black 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 299.932 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,69 kg/cv","51,2 kg/kgfm","116,4 cv/litro",231 cv,"9,6:1","17,5 kgfm/litro","34,7 kgfm",4,Admissão e escape,7 s,240 km/h,"10,3 km/l",8 km/l,618 km,480 km,Conversor de torque,Automático,8,Integral sob demanda,118 mm,235/50 R19,235/50 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1616 mm,1584 mm,1576 mm,4484 mm,2680 mm,1849 mm,1776 kg,530 litros,60 litros,"2,44 m²","0,878 m²","0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,5000 rpm,1700 rpm,,"11,7 m",,,Corrente,,,,,,EA888,6700 rpm,,,,,,2,F3,496 cm³,Hidráulicos,145/85 R18,140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Audi,Q3,Q3 Performance 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 262.181 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,69 kg/cv","51,2 kg/kgfm","116,4 cv/litro",231 cv,"9,6:1","17,5 kgfm/litro","34,7 kgfm",4,Admissão e escape,7 s,240 km/h,"10,3 km/l",8 km/l,618 km,480 km,Conversor de torque,Automático,8,Integral sob demanda,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1616 mm,1584 mm,1576 mm,4484 mm,2680 mm,1849 mm,1776 kg,530 litros,60 litros,"2,44 m²","0,878 m²","0,36",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,5000 rpm,1700 rpm,,"11,7 m",,,Corrente,,,,,,EA888,6700 rpm,,,,,,2,F3,496 cm³,Hidráulicos,145/85 R18,140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Audi,Q3 Sportback,Q3 Sportback Performance Black 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 299.932 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,69 kg/cv","51,2 kg/kgfm","116,4 cv/litro",231 cv,"9,6:1","17,5 kgfm/litro","34,7 kgfm",4,Admissão e escape,7 s,240 km/h,"10,1 km/l",8 km/l,606 km,480 km,Conversor de torque,Automático,8,Integral sob demanda,118 mm,235/50 R19,235/50 R19,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1567 mm,1584 mm,1576 mm,4500 mm,2680 mm,1843 mm,1776 kg,530 litros,60 litros,"2,4 m²","0,840 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,5000 rpm,1700 rpm,,"11,8 m",,,Corrente,,,,,,EA888,6700 rpm,,,,,,,F3,496 cm³,Hidráulicos,145/85 R18,140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Audi,Q3 Sportback,Q3 Sportback Performance 2.0 TFSi Quattro,2023,Gasolina,Combustão,SUV,4 anos,5,4,Compacto,Nacional,R$ 262.181 (09/2024),Injeção direta e indireta,Turbocompressor,1984 cm³,4 em linha,Duplo no cabeçote,"92,8 mm","82,5 mm",Transversal,Dianteiro,"7,69 kg/cv","51,2 kg/kgfm","116,4 cv/litro",231 cv,"9,6:1","17,5 kgfm/litro","34,7 kgfm",4,Admissão e escape,7 s,240 km/h,"10,1 km/l",8 km/l,606 km,480 km,Conversor de torque,Automático,8,Integral sob demanda,129 mm,235/55 R18,235/55 R18,Disco ventilado,Disco ventilado,"Indep., McPherson",Mola helicoidal,"Indep., multibraço",Elétrica,,1567 mm,1584 mm,1576 mm,4500 mm,2680 mm,1843 mm,1776 kg,530 litros,60 litros,"2,4 m²","0,840 m²","0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,MQB,5000 rpm,1700 rpm,,"11,8 m",,,Corrente,,,,,,EA888,6700 rpm,,,,,,,F3,496 cm³,Hidráulicos,145/85 R18,140 mm,,,,,,,,,,,,,,,,,,,,,,,,,,
